,1,1l,1r,1s,2,2l,2r,2s,3,3l,3r,3s,4,4l,4r,4s,id,1_2,1_3,1_4,2_1,2_3,2_4,3_1,3_2,3_4,4_1,4_2,4_3,p1,p2,p3,p4,speed0,speed1,speed2,speed3,speed4,stop0,stop1,stop2,stop3,stop4,time,timeloss0,timeloss1,timeloss2,timeloss3,timeloss4,travel0,travel1,travel2,travel3,travel4,wait0,wait1,wait2,wait3,wait4,idx,real_0,real_1,real_2,real_3,performance measure
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,298,376,131,252,139,500,1027,236,156,199,831,90,5,90,26,47,6.722189239778622,6.506953463269719,6.61118987833277,6.71414064748726,6.585578113874338,0.8903891977760127,0.9042638777152051,0.9420062695924765,0.8925895087427144,0.9544740973312402,4.062481164932251,78.60520254169975,81.08175382139977,79.26935736677135,79.62063280599506,79.16673469387761,144.38840349483718,157.6122284794851,166.04937304075236,143.66527893422148,160.03767660910518,86.21842732327244,98.77554304102976,107.22648902821317,85.72855953372189,101.2032967032967,rssl_rssl_rsl_rssl,5,90,26,47,95.83046312590679
