,1,1l,1r,1s,2,2l,2r,2s,3,3l,3r,3s,4,4l,4r,4s,id,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,5_1,5_2,5_3,5_4,5_5,5_6,5_7,5_8,6_1,6_2,6_3,6_4,6_5,6_6,6_7,6_8,7_1,7_2,7_3,7_4,7_5,7_6,7_7,7_8,8_1,8_2,8_3,8_4,8_5,8_6,8_7,8_8
0,3,1,1,1,5,1,1,3,4,2,1,1,6,1,1,4,multi,0,1,2,37,5,7,41,26,3,0,5,132,10,30,5,28,2,2,0,32,22,4,5,13,15,18,20,0,41,17,32,213,12,11,24,40,0,2,5,20,5,150,23,80,7,0,10,30,65,31,19,174,15,10,0,120,70,100,60,750,50,40,30,0
