,1,1l,1r,1s,2,2l,2r,2s,3,3l,3r,3s,4,4l,4r,4s,id,1_2,1_3,1_4,2_1,2_3,2_4,3_1,3_2,3_4,4_1,4_2,4_3,p1,p2,p3,p4,speed0,speed1,speed2,speed3,speed4,stop0,stop1,stop2,stop3,stop4,time,timeloss0,timeloss1,timeloss2,timeloss3,timeloss4,travel0,travel1,travel2,travel3,travel4,wait0,wait1,wait2,wait3,wait4,idx,real_0,real_1,real_2,real_3,performance measure
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,225,409,158,158,82,468,551,132,113,90,537,105,14,27,8,27,7.9726064286060065,8.2329880501842,8.192632405102508,8.339581721451118,8.385691302699243,0.9185475956820413,0.8377581120943953,0.8448275862068966,0.7783669141039237,0.7836538461538461,2.984522581100464,42.55143277723248,35.638928220255636,37.053237547892785,33.91984093319195,32.96580769230764,88.17369970559372,81.29301868239921,82.65996168582376,79.57158006362673,78.60961538461538,32.52600588812561,26.54473942969518,27.727969348659006,25.394485683987273,24.376923076923077,rssl_rssl_rsl_rssl,14,27,8,27,27.314024685478028
