,1,1l,1r,1s,2,2l,2r,2s,3,3l,3r,3s,4,4l,4r,4s,id,1_2,1_3,1_4,2_1,2_3,2_4,3_1,3_2,3_4,4_1,4_2,4_3,real_0,real_1,real_2,real_3,wait0,travel0,stop0,timeloss0,speed0,wait1,travel1,stop1,timeloss1,speed1,wait2,travel2,stop2,timeloss2,speed2,wait3,travel3,stop3,timeloss3,speed3,wait4,travel4,stop4,timeloss4,speed4,time,performance measure
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,298,376,131,252,139,500,1027,236,156,199,831,90,23,44,17,98,144.19554030874787,204.28216123499143,1.0566037735849056,110.20453687821616,6.517898504894806,144.0532751091703,203.64017467248908,1.018340611353712,109.76776419213977,6.832893601001311,143.59742489270386,203.2480686695279,1.0377682403433477,109.3285321888412,6.475156550174097,135.75519421860886,194.8148148148148,1.031616982836495,104.32417344173452,6.708107309384622,136.67405582922825,195.4975369458128,0.9926108374384236,102.7410262725779,6.625776658830178,4.3595311641693115,140.85509807169183
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,298,376,131,252,139,500,1027,236,156,199,831,90,13,29,77,33,168.30682881197382,231.91300280636108,1.5060804490177737,141.84859681945753,5.692719089604068,155.6450676982592,217.69535783365572,1.3423597678916828,128.14931334622815,5.680526483771941,159.90319634703195,222.91415525114155,1.447488584474886,133.58610045662087,5.659535329454878,160.65792031098152,223.40816326530611,1.4373177842565599,136.41247813411084,5.60461042409064,173.0586592178771,237.95437616387338,1.5968342644320297,149.26576350093092,5.3405810697846405,4.687340259552002,163.51433447722474
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,298,376,131,252,139,500,1027,236,156,199,831,90,18,43,75,42,166.82608695652175,228.47144075021313,1.2412617220801363,126.26644501278768,5.519420308856574,163.60155574762317,224.84701815038895,1.2031114952463267,119.63979256698352,5.814828681289826,159.88259783513737,221.60283097418818,1.2814321398834305,120.43135720233138,5.500585583734184,157.1232394366197,218.27024647887325,1.158450704225352,117.93468309859172,6.038347729889175,167.99247491638795,229.9958193979933,1.2591973244147157,126.7398578595318,5.5079804356140025,4.625331401824951,163.08519097845797
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,298,376,131,252,139,500,1027,236,156,199,831,90,9,82,7,29,101.28979591836735,164.58612244897958,1.4073469387755102,115.55899591836756,6.339978217455034,84.45499181669395,145.66366612111293,1.2553191489361701,96.99436988543376,6.713349626338097,94.13354281225452,156.16575019638648,1.3275726630007856,109.17813825608793,6.483633050560029,91.38319327731092,153.1344537815126,1.2957983193277312,106.51773949579835,6.693915360387974,98.3904,160.9632,1.3616,113.82034399999999,6.550124980626025,4.752790451049805,93.93038476492535
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,298,376,131,252,139,500,1027,236,156,199,831,90,13,33,14,87,146.6759927797834,207.8231046931408,1.2445848375451263,113.60987364620944,7.14464498477092,144.78136531365314,205.70018450184503,1.2011070110701108,109.92652214022152,7.279657000206323,137.1131907308378,197.0017825311943,1.123885918003565,101.9318092691622,7.3863621610006085,143.99139579349904,204.62523900573615,1.2418738049713194,113.93910133843191,7.104199093170853,136.87001733102252,197.4592720970537,1.1767764298093588,105.8832928942808,7.081191892512847,4.278083324432373,141.88639238975918
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,298,376,131,252,139,500,1027,236,156,199,831,90,43,49,60,28,193.04578096947935,257.60233393177737,1.381508078994614,150.63817773788185,5.226919209642008,178.58206278026907,242.0170403587444,1.3094170403587444,138.37008968609868,5.3090828554363725,195.01394943330428,259.9843068875327,1.4472537053182215,151.26854402789905,5.037755454020543,181.41262580054894,245.77676120768527,1.3979871912168345,142.55868252516018,5.525670134110369,190.4959785522788,254.07149240393207,1.38248436103664,144.5933958891866,5.3034297335822,4.7032151222229,187.7100795071761
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,298,376,131,252,139,500,1027,236,156,199,831,90,9,68,46,44,136.75207986688852,196.18718801996673,1.0499168053244592,95.72071547420968,6.253063773075194,134.95564853556485,195.13807531380752,1.105439330543933,95.12131380753135,6.174343409013063,137.5151515151515,197.47829647829647,1.0434070434070435,93.72739557739547,6.2515716574242575,130.24978165938865,189.74497816593887,1.0847161572052402,96.6485938864628,6.329185470651374,138.14636140637776,198.26410466067048,1.0539656582174979,94.81686835650041,6.259356621510758,4.51573634147644,135.52380459667424
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,298,376,131,252,139,500,1027,236,156,199,831,90,5,32,6,96,155.73228346456693,215.58956692913387,1.2273622047244095,112.67301181102366,7.818468193407687,155.02073050345507,215.1994076999013,1.2359328726554788,112.13395853899307,7.796440502314242,154.07251908396947,214.4293893129771,1.2146946564885497,112.55229007633585,7.910963671857353,155.1793534932221,215.9186652763295,1.2992700729927007,118.58568300312835,7.740368824264737,153.58967136150235,213.41032863849765,1.2215962441314554,112.67050704225358,7.864424186423361,4.531069993972778,154.7189115813432
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,298,376,131,252,139,500,1027,236,156,199,831,90,20,68,55,37,173.73142857142858,238.0195918367347,1.3640816326530611,139.37022040816333,5.2735847921927546,160.56575682382135,222.78577336641854,1.2340777502067826,121.47305210918103,5.458365129563089,171.76637025060631,235.47130153597413,1.3257881972514147,131.18596604688767,5.193105189297173,158.97565071368598,222.0016792611251,1.3031066330814443,127.9987657430729,5.462543893275142,168.82220434432824,231.3065164923572,1.2292839903459372,128.79572003218044,5.267615453364842,4.843703031539917,166.7722821407741
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,298,376,131,252,139,500,1027,236,156,199,831,90,7,55,14,94,151.28381962864722,210.21485411140583,1.0035366931918657,101.60030061892135,7.044356145087007,155.9718948322756,216.4233907524932,1.1233000906618313,105.05912964641877,6.8616916791133615,152.17667238421956,211.68010291595198,1.0240137221269296,102.0324699828473,7.053326515067031,152.17553688141925,211.3361344537815,1.0522875816993464,106.86291316526629,6.919615656063056,146.25738396624473,205.31054852320676,1.0261603375527426,97.78441350210977,7.093690972479404,4.609421253204346,151.5730615385613
