,1,1l,1r,1s,2,2l,2r,2s,3,3l,3r,3s,4,4l,4r,4s,id,1_2,1_3,1_4,2_1,2_3,2_4,3_1,3_2,3_4,4_1,4_2,4_3,p1,p2,p3,p4,speed0,speed1,speed2,speed3,speed4,stop0,stop1,stop2,stop3,stop4,time,timeloss0,timeloss1,timeloss2,timeloss3,timeloss4,travel0,travel1,travel2,travel3,travel4,wait0,wait1,wait2,wait3,wait4,idx,real_0,real_1,real_2,real_3,performance measure
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,308,1291,421,96,225,836,405,73,96,90,502,267,5,90,26,47,7.468030733936323,7.502917729534166,7.301099380508093,7.205190002722883,7.454577306122533,0.8007017543859649,0.7809260539046303,0.8229531140657803,0.8601756954612005,0.8130252100840336,4.187365770339966,63.71002807017541,60.64604699378022,64.81249825052488,73.88143484626657,63.69085434173667,109.26666666666667,106.23911541119557,110.40097970608818,119.49780380673499,109.27170868347339,53.21122807017544,50.67035245335176,54.29811056682995,62.573206442166914,53.24859943977591,rssl_rssl_rsl_rssl,5,90,26,47,54.80029939445999
