,real_0,real_1,real_2,real_3,best_real_0,best_real_1,best_real_2,best_real_3,wait0,travel0,stop0,timeloss0,speed0,throughput0,to_be_throughput0,wait1,travel1,stop1,timeloss1,speed1,throughput1,to_be_throughput1,wait2,travel2,stop2,timeloss2,speed2,throughput2,to_be_throughput2,wait3,travel3,stop3,timeloss3,speed3,throughput3,to_be_throughput3,wait4,travel4,stop4,timeloss4,speed4,throughput4,to_be_throughput4,time,iteration_time,performance measure,veh_generated,scenario,phaseSeq,algorithm,iteration_type,step
0,18.0,33.0,12.0,33.0,18.0,33.0,12.0,33.0,73.67733151803948,138.75289312457454,1.524846834581348,87.38335602450655,6.339215624488203,1469,1469,81.07926829268293,146.3529810298103,1.5210027100271002,85.4972899728998,6.166341391589588,1476,1476,82.95661016949153,148.95389830508475,1.5654237288135593,94.53120677966102,6.238031740866083,1475,1475,64.73169014084507,128.39718309859154,1.4338028169014085,79.57438732394368,6.434066810204238,1420,1420,68.63829787234043,133.3671928620453,1.455044612216884,80.16181194234731,6.489617146250956,1457,1457,4.796907424926758,23.906296491622925,74.2166395986799,1533.2,0,0,Adam,iteration,1
0,18.0,34.0,11.0,31.0,18.0,34.0,11.0,31.0,64.74051490514906,127.80013550135502,1.4315718157181572,81.43056910569108,6.477318499952845,1476,1476,71.99864590385917,137.218009478673,1.5159106296547056,82.50888964116453,6.313626071566855,1477,1477,70.54891304347827,135.39741847826087,1.5013586956521738,87.20795516304351,6.384532090348552,1472,1472,57.07977606717984,118.37088873337999,1.2792162351294611,72.49868439468163,6.496042210496708,1429,1429,60.04545454545455,122.67299864314789,1.3208955223880596,75.35074626865679,6.630184332357333,1474,1474,4.62463641166687,47.624887466430664,64.88266089302418,1533.2,0,0,Adam,iteration,2
0,18.0,35.0,10.0,29.0,18.0,35.0,10.0,29.0,55.667113194909575,115.80375083724046,1.2083054253181513,70.17472203616862,6.758734307019372,1493,1493,56.1005291005291,118.18584656084656,1.3247354497354498,72.37279761904763,6.584303771162204,1512,1512,58.37150466045273,119.1757656458056,1.2583222370173102,73.55108521970712,6.759058416565699,1502,1502,44.4087439278279,102.16308119361554,1.0360860513532268,56.57917418459403,7.062550576891613,1441,1441,56.710827168796236,117.55077336919973,1.250168123739072,71.79170813718902,6.67748159681322,1487,1487,4.407603740692139,70.93870162963867,54.25174361050311,1533.2,0,0,Adam,iteration,3
0,18.0,35.0,10.0,28.0,18.0,35.0,10.0,28.0,54.95320855614973,114.50401069518716,1.1671122994652405,68.87492647058828,6.783313506404177,1496,1496,51.800132802124836,112.28618857901726,1.1845949535192564,66.70092297476756,6.756444170380166,1506,1506,59.343333333333334,120.66466666666666,1.2893333333333334,75.03857333333329,6.726521891159034,1500,1500,43.11997226074896,100.4868238557559,1.0124826629680999,54.90416782246875,7.171061333006175,1442,1442,50.743951612903224,110.29032258064517,1.1626344086021505,64.67993951612917,6.763561878885665,1488,1488,4.60252571105957,93.39915204048157,51.99211971305202,1533.2,0,0,Adam,iteration,4
0,18.0,35.0,10.0,27.0,18.0,35.0,9.0,28.0,54.55129053606883,114.11780277961614,1.1747187293183323,68.50086697551286,6.798869417808328,1511,1511,51.19764397905759,111.43324607329843,1.2035340314136125,65.84194371727746,6.7317477832746455,1528,1528,56.46128608923885,116.77427821522309,1.2460629921259843,71.1445866141731,6.78086958128926,1524,1524,40.46831955922865,97.58953168044077,0.9793388429752066,51.9982300275483,7.378678750303061,1452,1452,49.66069057104914,109.35126162018592,1.1713147410358566,63.75347941567065,6.8627994708566735,1506,1506,4.28120231628418,111.26558303833008,50.467846146928615,1533.2,0,0,Adam,iteration,5
0,17.0,36.0,9.0,27.0,17.0,36.0,9.0,27.0,49.088682991396425,107.704831237591,1.1125082726671078,62.116882859033765,7.245368874955287,1511,1511,44.89274035317201,102.97318508829301,1.0451275343361675,57.37884238064093,7.103200430181947,1529,1529,48.39764551994768,107.16873773708306,1.1144538914323088,61.51461085676917,7.271295669620432,1529,1529,39.57993079584775,96.6955017301038,0.9591695501730104,51.097121107266425,7.535427544624733,1445,1445,43.067718606180144,101.06508875739645,1.0433925049309665,55.46543721236026,7.356458060915081,1521,1521,4.311127185821533,128.99964308738708,45.0053436533088,1533.2,0,0,Adam,iteration,6
0,7.0,39.0,10.0,27.0,17.0,36.0,9.0,27.0,49.459294436906376,107.89348710990502,1.116010854816825,62.225936227951294,7.860210429664106,1474,1474,44.19063772048847,101.90502035278155,1.0298507462686568,56.307639077340575,8.0325533301642,1474,1474,49.15893587994543,107.92905866302866,1.1009549795361528,62.330150068212845,8.09333192242579,1466,1466,45.09675090252708,102.78916967509025,1.0223826714801445,57.213754512635404,8.149585188186178,1385,1385,48.972334682860996,107.53373819163293,1.1234817813765183,61.95153846153842,7.982573598050432,1482,1482,4.156490325927734,150.01535415649414,47.375590724545674,1533.2,0,0,Adam,iteration,7
0,5.0,40.0,16.0,27.0,5.0,40.0,16.0,27.0,43.31697341513292,100.26312201772325,0.9938650306748467,54.70470347648267,8.044295529036246,1467,1467,39.38482384823848,95.95189701897019,0.948509485094851,50.35323848238484,7.952908446101968,1476,1476,39.50237288135593,95.76474576271187,0.9376271186440678,50.185715254237394,8.084707388838584,1475,1475,45.46524822695036,102.74964539007092,1.0170212765957447,57.1160780141844,7.762750185841029,1410,1410,43.12346521145975,100.03478854024557,0.9768076398362893,54.46062755798094,8.052049659843195,1466,1466,4.140912294387817,171.3280999660492,42.158576716627486,1533.2,0,0,Adam,iteration,8
0,5.0,41.0,23.0,27.0,5.0,40.0,16.0,27.0,46.18905817174515,103.2354570637119,0.9764542936288089,57.666883656509725,7.884509462574398,1444,1444,42.200947225981054,98.90798376184033,0.9303112313937754,53.30439783491199,7.778881573276508,1478,1478,44.472505091649694,101.40529531568228,0.9735234215885947,55.77775967413448,7.632767697372341,1473,1473,49.63720598717035,107.24019957234498,1.0171062009978618,61.60561653599428,7.53370918643867,1403,1403,47.688692098092645,104.98297002724796,0.9931880108991825,59.409707084468614,7.694086603051076,1468,1468,4.544194459915161,193.059317111969,46.03768171492778,1533.2,0,0,Adam,iteration,9
0,5.0,42.0,5.0,27.0,5.0,40.0,16.0,27.0,51.7246790299572,109.65763195435093,1.1184022824536377,64.0711840228246,8.55564114942052,1402,1402,47.93229901269393,105.51692524682652,1.0789844851904091,59.94206629055014,8.45781836918719,1418,1418,48.368719037508846,105.95612172682236,1.083510261854211,60.34527246992215,8.385639732668128,1413,1413,46.07190511489993,103.3054114158636,1.0474425500370645,57.739844329132616,8.569600232238907,1349,1349,53.28760445682451,111.61768802228413,1.149025069637883,66.03553621169915,8.424777645068527,1436,1436,4.406228065490723,215.0462327003479,49.47704133037688,1533.2,0,0,Adam,iteration,10
