,1_2,1_3,1_4,2_1,2_3,2_4,3_1,3_2,3_4,4_1,4_2,4_3,1_v,2_v,3_v,4_v
0,0.15247524752475247,0.6391089108910891,0.2084158415841584,0.08297320656871218,0.1944684528954192,0.7225583405358686,0.705574912891986,0.12717770034843207,0.1672473867595819,0.10477299185098952,0.5844004656577415,0.3108265424912689,2.02,1.157,0.574,0.859
1,0.2840909090909091,0.5164141414141414,0.1994949494949495,0.2231638418079096,0.11581920903954802,0.6610169491525424,0.6922110552763819,0.1658291457286432,0.14195979899497488,0.12295081967213115,0.7336065573770492,0.14344262295081966,0.792,0.708,0.796,0.732
2,0.3701863354037267,0.4670807453416149,0.16273291925465838,0.2828282828282828,0.15600448933782268,0.5611672278338945,0.7237491190979564,0.16631430584918958,0.10993657505285412,0.17767857142857144,0.7419642857142857,0.08035714285714286,0.805,0.891,1.419,1.12
3,0.09929078014184398,0.2647754137115839,0.6359338061465721,0.15976331360946747,0.12130177514792899,0.7189349112426036,0.6451612903225806,0.0967741935483871,0.25806451612903225,0.22962962962962963,0.6222222222222222,0.14814814814814814,0.846,0.338,0.186,0.27
