,1,1l,1r,1s,2,2l,2r,2s,3,3l,3r,3s,4,4l,4r,4s,id,1_2,1_3,1_4,2_1,2_3,2_4,3_1,3_2,3_4,4_1,4_2,4_3,p1,p2,p3,p4,speed0,speed1,speed2,speed3,speed4,stop0,stop1,stop2,stop3,stop4,time,timeloss0,timeloss1,timeloss2,timeloss3,timeloss4,travel0,travel1,travel2,travel3,travel4,wait0,wait1,wait2,wait3,wait4,idx
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,308,1291,421,96,225,836,405,73,96,90,502,267,5,30,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rssl_rssl_rsl_rssl
1,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,225,409,158,158,82,468,551,132,113,90,537,105,14,27,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rssl_rssl_rsl_rssl
2,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,298,376,131,252,139,500,1027,236,156,199,831,90,5,63,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rssl_rssl_rsl_rssl
3,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,84,224,538,54,41,243,120,18,48,62,168,40,8,27,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rssl_rssl_rsl_rssl
