,real_0,real_1,real_2,real_3,best_real_0,best_real_1,best_real_2,best_real_3,wait0,travel0,stop0,timeloss0,speed0,throughput0,to_be_throughput0,wait1,travel1,stop1,timeloss1,speed1,throughput1,to_be_throughput1,wait2,travel2,stop2,timeloss2,speed2,throughput2,to_be_throughput2,wait3,travel3,stop3,timeloss3,speed3,throughput3,to_be_throughput3,wait4,travel4,stop4,timeloss4,speed4,throughput4,to_be_throughput4,time,iteration_time,performance measure,veh_generated,scenario,phaseSeq,algorithm,iteration_type,step
0,42.0,42.0,42.0,42,42.0,42.0,42.0,42.0,43.433898305084746,96.59322033898304,0.7338983050847457,51.44555932203383,7.495224382201274,590,590,42.74867256637168,95.59469026548672,0.7238938053097345,50.456991150442484,7.594366811668253,565,565,42.480645161290326,95.8225806451613,0.717741935483871,50.59946774193545,7.526995007174498,620,620,43.46678966789668,96.68081180811808,0.7435424354243543,51.56380073800735,7.478610746757999,542,542,42.024875621890544,95.34328358208955,0.7263681592039801,50.149336650082944,7.617374362629045,603,603,2.1097867488861084,0.0,42.83097626450679,565.0,3,0,Tabu,iteration,0
0,40.0,44.0,42.0,42,40.0,44.0,42.0,42.0,42.8593220338983,95.98813559322033,0.7322033898305085,50.83189830508477,7.546890526457259,590,590,42.84219858156028,95.6790780141844,0.723404255319149,50.531010638297886,7.597297008744885,564,564,41.843548387096774,95.10645161290323,0.7112903225806452,49.896483870967735,7.584254418866357,620,620,42.74169741697417,95.91881918819188,0.7435424354243543,50.797767527675255,7.53305582123606,542,542,41.485903814262024,94.71641791044776,0.7180762852404643,49.52860696517414,7.6754232870099255,603,603,2.1275253295898438,6.460988998413086,42.35453404675831,565.0,3,0,Tabu,iteration,1
0,39.0,44.0,43.0,42,39.0,44.0,43.0,42.0,42.108474576271185,95.21186440677967,0.7186440677966102,50.06645762711864,7.603752765289518,590,590,42.54964539007092,95.4645390070922,0.723404255319149,50.305957446808456,7.615995376116127,564,564,41.80806451612903,94.99354838709678,0.7096774193548387,49.775532258064466,7.595177926736796,620,620,42.9760147601476,96.2380073800738,0.7435424354243543,51.10854243542441,7.504795146349704,542,542,41.391376451077946,94.5240464344942,0.7164179104477612,49.336815920397974,7.696353297284269,603,603,2.1311936378479004,12.810549020767212,42.166715138739335,565.0,3,0,Tabu,iteration,2
0,38.0,44.0,44.0,42,38.0,44.0,44.0,42.0,41.954237288135594,95.05762711864406,0.7220338983050848,49.91081355932203,7.616117194003859,590,590,42.209591474245116,95.03552397868562,0.7229129662522202,49.91138543516868,7.65150420610027,563,563,41.288709677419355,94.50806451612904,0.7096774193548387,49.28204838709677,7.637139145284866,620,620,42.59963099630996,95.8339483394834,0.7416974169741697,50.709077490774916,7.538793427965496,542,542,41.33001658374793,94.44776119402985,0.7164179104477612,49.25970149253736,7.705701551509102,603,603,2.206825017929077,17.202980756759644,41.87643720397159,565.0,3,0,Tabu,iteration,3
0,37.0,45.0,44.0,42,37.0,45.0,44.0,42.0,41.63157894736842,94.6774193548387,0.7147707979626485,49.55241086587434,7.649495801726297,589,589,42.00710479573712,94.84724689165186,0.7175843694493783,49.733712255772645,7.666761170461115,563,563,40.901612903225804,94.08225806451613,0.7048387096774194,48.87679032258063,7.67200594201733,620,620,42.420664206642066,95.60516605166052,0.7398523985239852,50.484889298892995,7.553409232391834,542,542,40.956882255389715,93.96019900497512,0.7131011608623549,48.76784411276957,7.7491294067124326,603,603,2.1773793697357178,23.720009565353394,41.583568621672626,565.0,3,0,Tabu,iteration,4
0,35.0,47.0,44.0,42,35.0,47.0,44.0,42.0,41.37011884550085,94.34974533106961,0.7079796264855688,49.26225806451614,7.689161981493271,589,589,41.27708703374778,94.04085257548846,0.7104795737122558,48.90914742451155,7.730769042107193,563,563,40.15,93.18870967741935,0.6967741935483871,47.99677419354839,7.7493329523114385,620,620,41.82472324723247,94.99261992619927,0.7343173431734318,49.859354243542455,7.602899126740842,542,542,40.343283582089555,93.4195688225539,0.703150912106136,48.2437313432836,7.792130168431375,603,603,2.250424385070801,30.383214950561523,40.99304254171413,565.0,3,0,Tabu,iteration,5
0,35.0,47.0,45.0,41,35.0,47.0,44.0,42.0,41.18166383701188,94.21392190152801,0.7045840407470289,49.10217317487272,7.703538848732567,589,589,41.58081705150977,94.3126110124334,0.7140319715808171,49.18120781527532,7.713973957578523,563,563,40.32419354838709,93.39677419354838,0.6983870967741935,48.18991935483869,7.734349839819627,620,620,41.935543278084715,95.06813996316758,0.7384898710865562,49.940681399631714,7.601824741055133,543,543,40.22885572139303,93.27694859038142,0.6965174129353234,48.09835820895521,7.812119641164458,603,603,2.136280059814453,36.870930433273315,41.0502146872773,565.0,3,0,Tabu,iteration,6
0,35.0,45.0,47.0,41,35.0,47.0,44.0,42.0,41.31918505942275,94.383701188455,0.7062818336162988,49.270611205432964,7.692736659284544,589,589,41.42806394316163,94.202486678508,0.7104795737122558,49.099555950266385,7.7220249663074325,563,563,40.58454106280193,93.6731078904992,0.7020933977455717,48.469066022544254,7.718976585477868,621,621,42.25735294117647,95.40625,0.7408088235294118,50.27529411764707,7.578974088987735,544,544,39.91873963515754,92.95024875621891,0.6965174129353234,47.770381426202285,7.834361850488041,603,603,2.122290849685669,45.47751975059509,41.10157652834407,565.0,3,0,Tabu,iteration,7
0,35.0,45.0,48.0,40,35.0,47.0,44.0,42.0,41.34013605442177,94.30272108843538,0.7040816326530612,49.18277210884358,7.708889438186872,588,588,41.638297872340424,94.40602836879432,0.7127659574468085,49.271560283687926,7.711115146360163,564,564,40.650563607085346,93.72946859903382,0.7004830917874396,48.509001610306,7.721023069431254,621,621,42.091911764705884,95.22058823529412,0.7352941176470589,50.09935661764708,7.593775976661095,544,544,40.09800664451827,93.10631229235881,0.7009966777408638,47.92674418604657,7.825670854806506,602,602,2.1623876094818115,51.86531949043274,41.16378318861434,565.0,3,0,Tabu,iteration,8
0,35.0,44.0,49.0,40,35.0,47.0,44.0,42.0,41.29421768707483,94.2125850340136,0.70578231292517,49.09022108843543,7.717741425862545,588,588,41.5531914893617,94.32624113475177,0.7109929078014184,49.20882978723401,7.718197209096711,564,564,40.59903381642512,93.67632850241546,0.7004830917874396,48.45626409017721,7.723454302979851,621,621,42.044117647058826,95.16727941176471,0.7352941176470589,50.05238970588236,7.596311381249094,544,544,40.28239202657807,93.28571428571429,0.7059800664451827,48.086362126245895,7.811207385256648,602,602,2.1215221881866455,56.13927435874939,41.15459053329971,565.0,3,0,Tabu,iteration,9
