,1,1l,1r,1s,2,2l,2r,2s,3,3l,3r,3s,4,4l,4r,4s,id,1_2,1_3,1_4,2_1,2_3,2_4,3_1,3_2,3_4,4_1,4_2,4_3,p1,p2,p3,p4,speed0,speed1,speed2,speed3,speed4,stop0,stop1,stop2,stop3,stop4,time,timeloss0,timeloss1,timeloss2,timeloss3,timeloss4,travel0,travel1,travel2,travel3,travel4,wait0,wait1,wait2,wait3,wait4,idx,real_0,real_1,real_2,real_3,performance measure
0,4,1,1,2,4,1,1,2,3,1,1,1,4,1,1,2,real,225,409,158,158,82,468,551,132,113,90,537,105,20,36,12,28,7.981501687148765,7.953190869760736,8.115632694398272,8.115583851364363,8.159102056368065,0.7793103448275862,0.7714007782101168,0.7573182247403211,0.7396825396825397,0.7639282341831917,2.9687235355377197,39.28441379310347,38.36514591439693,36.74880075542962,36.98880423280427,35.75522190745985,84.93399014778325,83.9931906614786,82.33616619452313,82.61587301587302,81.33994334277621,30.29064039408867,29.655642023346303,28.050047214353164,28.392592592592592,27.15675165250236,rssl_rssl_rsl_rssl,20,36,12,28,28.70913477537662
