id,wait,travel,timeloss,stop,speed,iteration_time
rrsll_rssl_rsssll_rsl,34.327116683071694,87.53640656990494,42.6830658595576,0.7323675420652438,7.804268143490989,527.6570953702926
rrslll_rssll_rsl_rssssll,33.74109753488231,86.93807457615148,42.128992469426514,0.7428976743441575,7.8065668541239095,547.5544414901733
rrssl_rrssl_rrsslll_rrsslll,31.008068105087535,83.61203729923963,39.07226104184335,0.7236873088566618,8.024093756322538,580.2895612955093
rrsslll_rrsll_rsssl_rrsslll,32.57325815143282,85.48486922572718,40.864370053061776,0.7356233565630983,7.89537099140236,566.813863787651
rrsssll_rsl_rsl_rrsll,36.99317096500002,90.28290005225915,45.52533083604729,0.7246255315530354,7.6727457069886205,396.0889281606674
rsl_rrsl_rssslll_rssssl,37.74425055654266,91.00867780221407,46.18752683280131,0.7328544714665095,7.665987868623878,514.1826050376892
rsl_rrsll_rsl_rslll,36.845063080855034,90.3336480695095,45.40195166322482,0.7224081998918116,7.683463840521577,388.0820733451843
rsl_rsl_rsl_rrssll,38.12259302342453,91.57704637822019,46.6531079621308,0.7191295567226232,7.639154685766029,368.1215514755249
rsl_rsl_rsl_rrssssl,37.88477541297369,91.27619968489218,46.44093010897999,0.7136772073000954,7.687800945066982,422.9194795560837
rsl_rsl_rsssl_rsl,39.14928214426649,92.8469706189737,47.86464984561999,0.7331359805433313,7.537034761330563,336.568011302948
rsl_rsssl_rssssl_rssll,37.93019049974213,91.32088588617204,46.44102189555926,0.7441895681388883,7.605366043925191,467.706536397934
rsl_rsssll_rrssl_rrsslll,36.87669843177346,89.96300391239286,45.270023937605465,0.7328301326881602,7.685880995012236,498.7449041223526
rsl_rssslll_rrsssl_rsslll,37.33143704124844,90.59222665797547,45.85593735075308,0.748834738328302,7.612398486158681,509.8803251314163
rsl_rsssssl_rsll_rrssl,33.807759276940985,86.91412112768991,42.08874775661885,0.7177669044986905,7.905029420434274,526.034259557724
rsll_rsl_rssslll_rrsssll,35.87118974854157,89.24515976249127,44.46258518455111,0.7507911747761719,7.666892449092932,550.6481007528305
rslll_rsl_rrslll_rsl,35.699101748414584,89.27193619410596,44.34541905231586,0.7341324945505134,7.714907031792507,462.6242649316788
rssl_rrsslll_rsl_rrsll,35.05473411752596,88.1745293553796,43.41243198289128,0.7270923475884904,7.778962221284286,450.95527497768404
rssll_rrsl_rsssl_rrsl,33.766201025510554,86.82271417436387,42.0747225802632,0.7209437510188963,7.8744314706613965,457.2484740638733
rssll_rrssl_rssslll_rrssll,35.153686622943766,88.16570641258379,43.462954043607915,0.7374210762383572,7.769729860013034,557.5931197786331
rsssl_rrsll_rsl_rsslll,36.9449481769055,90.28921947398312,45.46142711773893,0.7377009326608481,7.652122740133693,438.9343681907654
rsssll_rssl_rsslll_rrsl,34.130362237121965,87.1020850275011,42.347585498631645,0.7318129321239976,7.84166376382897,510.4882276439667
rssslll_rrsssl_rsssssl_rsl,33.113327579408086,86.15394930556882,41.42165365203605,0.7401769649583076,7.873738048579728,615.0332441186905
rssslll_rssll_rsssl_rrssl,34.77140796655208,87.91969613002125,43.152949997672614,0.7475447495061931,7.7493623597693615,551.6489844274521
rsssssl_rsl_rrsslll_rsssll,33.98907198027466,87.11309424357249,42.38171277002926,0.7434296582932538,7.8099669960743245,570.9180019378662
rsssssl_rssssll_rsl_rssll,37.30486743246239,90.74135021024547,45.89979256197477,0.7615778789398737,7.5832867443524155,513.0081580686569
