id,wait,travel,timeloss,stop,speed,time
rrsll_rssl_rsssll_rsl,17.843760287910953,71.04138220152986,26.19859751493008,0.8196813364848053,8.897558848017471,3.3331361961364747
rrslll_rssll_rsl_rssssll,17.305477810601747,70.39911897853064,25.594526299520926,0.8130640890943229,8.924336571917483,3.5171314477920532
rrssl_rrssl_rrsslll_rrsslll,16.219733037959394,68.68699803814503,24.150662344087365,0.779448583012886,9.085409429180686,3.921344213485718
rrsslll_rrsll_rsssl_rrsslll,16.98868685623734,69.79004164741028,25.17106721722082,0.8017996288398568,8.993705185665226,4.030792002677917
rrsssll_rsl_rsl_rrsll,18.305845399947653,71.69085523632633,26.939478460408424,0.8457736061971943,8.890225406782031,3.2976242685317994
rsl_rrsl_rssslll_rssssl,17.30305231489764,70.51886560083577,25.70136432546512,0.8259809701082226,8.9583521024928,3.4839870166778564
rsl_rrsll_rsl_rslll,18.26761272360354,71.7154200710127,26.795218040725093,0.824613653913724,8.863896894731822,3.038164381980896
rsl_rsl_rsl_rrssll,18.784276043553838,72.27628343455562,27.357418501673173,0.8280137966744698,8.822354295512577,2.947313456535339
rsl_rsl_rsl_rrssssl,18.38975454193875,71.80073266388284,26.972176247493806,0.8257631547613458,8.859274071139625,3.1684877729415892
rsl_rsl_rsssl_rsl,19.100002114870126,72.79438374421467,27.818768621936137,0.8469935970062117,8.7597054668813,2.8188818168640135
rsl_rsssl_rssssl_rssll,17.707168526100435,70.96755570942437,26.08872227704472,0.8271616769638246,8.883816108557841,3.387754535675049
rsl_rsssll_rrssl_rrsslll,17.68390384997057,70.71704656661893,26.028684600260373,0.8214557928115372,8.921124551245967,3.588102297782898
rsl_rssslll_rrsssl_rsslll,17.88980973930429,71.01804175637064,26.28309847369863,0.8271687690248558,8.880313439636812,3.734212417602539
rsl_rsssssl_rsll_rrssl,17.281196025403847,70.41264251950588,25.593354213669887,0.8136180730795779,8.963864805528035,3.3674617433547973
rsll_rsl_rssslll_rrsssll,18.193105815968735,71.43421935115303,26.654507841510455,0.8285950136033118,8.827471625622453,3.6005613946914674
rslll_rsl_rrslll_rsl,19.49456730712119,73.13317215697643,28.219400738652624,0.8375997807912964,8.733325551993238,3.1330004024505613
rssl_rrsslll_rsl_rrsll,17.49871001870232,70.53095444783911,25.774088740335216,0.8119658121546578,8.940285577114562,3.3192398595809935
rssll_rrsl_rsssl_rrsl,17.861964620379386,70.8582467412561,26.112432097505412,0.7996997205507289,8.93892964164946,3.2451958799362184
rssll_rrssl_rssslll_rrssll,16.959899872614272,69.69420858184337,24.993543720674392,0.7905107407779544,8.961747428840788,3.8706409454345705
rsssl_rrsll_rsl_rsslll,17.561559021105353,70.72378198334258,25.899305672085863,0.8138917118673348,8.925527793312176,3.2676079368591306
rsssll_rssl_rsslll_rrsl,16.673130476148522,69.63736983006575,24.883430984707,0.8216165980435005,9.022594726823009,3.4295996904373167
rssslll_rrsssl_rsssssl_rsl,17.20021626299659,70.12940147870754,25.396406504158787,0.803925806494041,8.94690958457352,3.873930015563965
rssslll_rssll_rsssl_rrssl,17.75995569835059,70.77278320304399,26.004096442715113,0.8154797690645721,8.909556788422112,3.7771759033203125
rsssssl_rsl_rrsslll_rsssll,17.344077339326272,70.39813233470953,25.668493053634766,0.8225391855851892,8.916226052370282,3.8255836153030396
rsssssl_rssssll_rsl_rssll,18.364133713740433,71.65049578865792,26.81253089570761,0.8347418517258024,8.775060841723564,3.640032320022583
