id,wait,travel,timeloss,stop,speed,time
rrsll_rssl_rsssll_rsl,16.850809792943345,69.9594345945448,25.114822769009034,0.8107905697516284,8.976217546852839,3.3332296991348267
rrslll_rssll_rsl_rssssll,16.385876351649824,69.3832067014534,24.57671294527053,0.8042963925723835,8.98940891372044,3.519550852775574
rrssl_rrssl_rrsslll_rrsslll,15.276484564015004,67.67876583354601,23.141294255740558,0.7749519456197266,9.1606286042926,3.878288025856018
rrsslll_rrsll_rsssl_rrsslll,15.96696286946035,68.68009216311007,24.06102948559096,0.7925271738184072,9.079933110962932,3.9569109869003296
rrsssll_rsl_rsl_rrsll,17.259616522925178,70.35310219108811,25.60119702908277,0.8085493426969015,8.95049781611909,3.241314005851746
rsl_rrsl_rssslll_rssssl,16.21285235421349,69.2537868772557,24.43516716614101,0.8062979810472435,9.035190230796124,3.4660278034210203
rsl_rrsll_rsl_rslll,17.472616828598415,70.82488587089287,25.905900108111936,0.8144405177690516,8.912428210328319,2.9788714599609376
rsl_rsl_rsl_rrssll,18.117031782776486,71.50497224105818,26.584295691149165,0.818094455513688,8.875829613732469,3.0050843572616577
rsl_rsl_rsl_rrssssl,17.462243259882726,70.81306528798358,25.983720534297948,0.8230443295662241,8.944397651259544,3.1092205572128297
rsl_rsl_rsssl_rsl,18.309392246241593,71.93062893440627,26.953356861561844,0.8389468127126055,8.813042237983844,2.853103895187378
rsl_rsssl_rssssl_rssll,16.724036658221124,69.82699931158476,24.94767041889575,0.8087272659488529,8.969080115871442,3.3445767402648925
rsl_rsssll_rrssl_rrsslll,16.40835930610247,69.19783381222895,24.50798913026724,0.7938030720057683,9.014417473252209,3.6427985763549806
rsl_rssslll_rrsssl_rsslll,16.713604833155934,69.70560058875964,24.969187560290358,0.8137743128411405,8.97891372848723,3.7274623250961305
rsl_rsssssl_rsll_rrssl,16.23217183665214,69.25484960908358,24.43496237117727,0.8037046346739237,9.039574820717537,3.3455816745758056
rsll_rsl_rssslll_rrsssll,17.13833489627715,70.27368558789,25.49067097314142,0.8171909712986636,8.906706745613375,3.691085376739502
rslll_rsl_rrslll_rsl,18.451151353484477,71.9847625634692,27.072235662172844,0.8305602645062027,8.81528372105334,3.218348560333252
rssl_rrsslll_rsl_rrsll,16.423698503737636,69.3586152353918,24.602053319958355,0.801912705564992,9.031837279835077,3.3610269165039064
rssll_rrsl_rsssl_rrsl,16.808316721815455,69.75325099652946,25.006933127522334,0.7961134772442493,9.023445831338634,3.332534251213074
rssll_rrssl_rssslll_rrssll,16.11623084349055,68.7859845122323,24.08714480280003,0.7842105481892732,9.043797209971455,3.767384271621704
rsssl_rrsll_rsl_rsslll,16.773748255995727,69.87285000980535,25.048935915625176,0.8075937431442084,8.996694138282463,3.3712567138671874
rsssll_rssl_rsslll_rrsl,15.409830144795057,68.20127308771542,23.448831357132278,0.7976320509696709,9.115363119067998,3.4552823066711427
rssslll_rrsssl_rsssssl_rsl,16.035652918442693,68.88863455419431,24.155332711301288,0.7969943322267838,9.043226814715677,3.8645841693878173
rssslll_rssll_rsssl_rrssl,16.559036382393323,69.48247517612687,24.713969258010543,0.8095771443488795,8.992023374025306,3.7603093910217287
rsssssl_rsl_rrsslll_rsssll,16.19722826601608,69.14370072478465,24.412349055684164,0.8086129566240021,9.010369504795172,3.8326349782943727
rsssssl_rssssll_rsl_rssll,17.31351011974004,70.53278073005755,25.69367514055312,0.8282001369513743,8.885925133021294,3.721982560157776
