id,wait,travel,timeloss,stop,speed,time
rrsll_rssl_rsssll_rsl,18.88601913386394,72.05930432846246,27.214968634369715,0.8078891826151068,8.831509363520317,3.503610329627991
rrslll_rssll_rsl_rssssll,18.375514612550365,71.46565327277635,26.656712899419208,0.8059384161139547,8.836651216325583,3.798275771141052
rrssl_rrssl_rrsslll_rrsslll,17.014489134674836,69.43006930003877,24.892233040116626,0.768449223253127,9.017021295333587,4.203781862258911
rrsslll_rrsll_rsssl_rrsslll,17.631967583540963,70.43106212142439,25.813063991751196,0.7980668020680457,8.951093349294867,4.268061165809631
rrsssll_rsl_rsl_rrsll,18.787709544031724,72.04997596296408,27.29750861039094,0.8266999890652084,8.86529001342386,3.4857407903671263
rsl_rrsl_rssslll_rssssl,18.255219620799554,71.46454232572802,26.646251126595647,0.8211303832465207,8.891792600258002,3.7108920097351072
rsl_rrsll_rsl_rslll,19.33461824345334,72.72323625788839,27.80253758915191,0.8059755278490944,8.774608154047884,3.2556798791885377
rsl_rsl_rsl_rrssll,19.920167890150957,73.26657174333273,28.3452733537053,0.8012389248990339,8.7346914457198,3.1558456087112425
rsl_rsl_rsl_rrssssl,19.41708762523453,72.8621307549591,28.02887521733622,0.8227306149857552,8.792316149877484,3.352880988121033
rsl_rsl_rsssl_rsl,19.890416337862113,73.60141873101071,28.623845617897082,0.8405852747389195,8.71749910861778,3.031662745475769
rsl_rsssl_rssssl_rssll,18.60240698552662,71.92740205019463,27.04899370639732,0.829203072975833,8.823645358404999,3.6209747648239134
rsl_rsssll_rrssl_rrsslll,18.176526139486306,71.09044071732106,26.39978958781559,0.8008703977752881,8.878340585819728,3.8591172170639036
rsl_rssslll_rrsssl_rsslll,19.125448592769548,72.2279219529756,27.492275973095452,0.8177589325873373,8.767730359617376,3.998151731491089
rsl_rsssssl_rsll_rrssl,18.20214132397479,71.35684269106946,26.536687191666843,0.812359843968964,8.890305474523016,3.6313983392715454
rsll_rsl_rssslll_rrsssll,19.338257106963336,72.62714972398942,27.84552294819736,0.8285105542446352,8.743408383593954,3.9779859352111817
rslll_rsl_rrslll_rsl,20.294937772147698,73.88976835498251,28.97590695918929,0.8257389939677026,8.685666175607421,3.401682186126709
rssl_rrsslll_rsl_rrsll,18.316677022596103,71.2894782237776,26.533650058980747,0.7963017306713991,8.877640954694392,3.6624123811721803
rssll_rrsl_rsssl_rrsl,18.443626988592143,71.5001221478819,26.755078376678533,0.8019281423554284,8.906364228666188,3.569355173110962
rssll_rrssl_rssslll_rrssll,18.376328497221916,71.20993944877284,26.510466057494472,0.7982379551056035,8.861935175476363,4.14684344291687
rsssl_rrsll_rsl_rsslll,18.599016651409077,71.73232466494524,26.907041482079368,0.806150052823006,8.847584906619451,3.6506945991516115
rsssll_rssl_rsslll_rrsl,17.612517524531853,70.5030245746686,25.75178254976909,0.8061387726369327,8.959015143406532,3.6588078594207762
rssslll_rrsssl_rsssssl_rsl,18.065504740691125,71.03819117005338,26.30560523416961,0.8021968579715132,8.887195984805633,4.1273212718963626
rssslll_rssll_rsssl_rrssl,18.511234509158882,71.48402544887048,26.71753983048884,0.8064221621801841,8.847492064672592,4.000720376968384
rsssssl_rsl_rrsslll_rsssll,18.268555769805754,71.32381499403675,26.59249848090256,0.8149931639357278,8.842961414050833,4.115931777954102
rsssssl_rssssll_rsl_rssll,19.220641876773854,72.57993404452498,27.74076934348777,0.8359658261282052,8.722139502753544,4.057912106513977
