,1,1l,1r,1s,2,2l,2r,2s,3,3l,3r,3s,4,4l,4r,4s,id,1_2,1_3,1_4,2_1,2_3,2_4,3_1,3_2,3_4,4_1,4_2,4_3,p1,p2,p3,p4,wait0,travel0,stop0,timeloss0,speed0,wait1,travel1,stop1,timeloss1,speed1,wait2,travel2,stop2,timeloss2,speed2,wait3,travel3,stop3,timeloss3,speed3,wait4,travel4,stop4,timeloss4,speed4,time,performance measure
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,26,30,30,30,39.17035547,93.04024145,0.807511737,48.17542589,7.344852922,38.22289562,91.92592593,0.802693603,47.03898316,7.390994743,40.7152231,94.8667979,0.833333333,49.98748688,7.243224506,37.74395448,91.34708393,0.795874822,46.49104552,7.419164106,36.11484218,89.69979852,0.795836132,44.81601075,7.513556038,3.406760931,38.39345417
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,27,30,30,30,37.90754589,91.53229096,0.789938817,46.67112848,7.448385168,38.44580777,92.13837764,0.805725971,47.23346285,7.381589645,40.334214,94.41479524,0.828929987,49.51795244,7.284252346,37.79405366,91.36403191,0.792603336,46.44449601,7.415988685,36.67663043,90.22078804,0.785326087,45.32731658,7.499780226,3.757580042,38.23165035
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,28,30,30,30,36.14556534,89.67501693,0.779282329,44.80792146,7.582119072,37.95267072,91.48005409,0.783637593,46.57543611,7.443422638,38.89941215,92.76551274,0.807968648,47.87740039,7.390604329,37.83009359,91.45356371,0.783297336,46.55948164,7.423226107,36.28013468,89.81077441,0.787878788,44.91878788,7.531504382,3.706994772,37.4215753
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,29,30,30,30,36.4200944,90.01955496,0.777478085,45.14168577,7.536185427,37.16227181,90.71737661,0.778904665,45.81504395,7.495017077,39.76140808,93.62516297,0.814863103,48.73632334,7.310803787,37.57978339,91.07292419,0.779783394,46.17825993,7.480964002,36.61827957,90.22379032,0.788978495,45.32862231,7.492796883,3.602534294,37.50836745
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,30,30,30,30,37.36155914,91.06317204,0.789650538,46.18267473,7.448555444,36.29242119,89.90207914,0.775318578,44.97509054,7.546436081,39.20685197,93.17259211,0.805429864,48.28265676,7.338652748,36.8769671,90.37410587,0.759656652,45.46160944,7.56438366,35.912,89.35666667,0.770666667,44.45071333,7.589893799,3.738225937,37.12995988
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,31,30,30,30,37.41227485,91.12941961,0.796531021,46.25677118,7.451321248,36.67707641,90.23853821,0.786710963,45.31366777,7.50411796,39.63348416,93.71687136,0.8177117,48.82248869,7.270310193,36.77565464,90.17622081,0.770700637,45.31389243,7.576477032,37.67722772,91.27392739,0.778877888,46.3680066,7.444329185,3.770667076,37.63514356
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,32,30,30,30,36.37399464,90.02010724,0.779490617,45.15280161,7.547452791,36.04010695,89.6276738,0.781417112,44.68330214,7.5689781,38.70254403,92.72537508,0.799086758,47.81523157,7.324986508,35.72167139,89.0601983,0.764872521,44.18652975,7.660400469,37.12400531,90.60344828,0.773209549,45.7169496,7.513873958,3.610018253,36.79246446
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,33,30,30,30,37.00267738,90.57161981,0.782463186,45.7060241,7.490407465,37.88512616,91.51726428,0.795484728,46.59452855,7.415984956,38.65692008,92.47953216,0.802469136,47.5911501,7.34929638,36.39170183,89.81997187,0.770042194,44.92876231,7.59154682,38.0085922,91.53536021,0.780568407,46.66494382,7.456288878,3.782655954,37.58900353
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,34,30,30,30,37.48285138,91.07666443,0.788164089,46.19236046,7.453403447,38.54892761,92.18163539,0.79691689,47.26380027,7.383210463,38.86488251,92.67036554,0.789164491,47.79741514,7.366073698,37.15565032,90.52878465,0.769012082,45.65583511,7.532066208,37.20852765,90.5976016,0.764823451,45.72731512,7.549686011,3.741305113,37.85216789
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,35,30,30,30,38.322364,91.98186702,0.793821357,47.1174278,7.396476782,37.9497319,91.50268097,0.784852547,46.57910858,7.459275174,37.05548303,90.70104439,0.769582245,45.83231723,7.498686102,37.04664311,90.45865724,0.776678445,45.57321555,7.544747566,37.51462766,90.92819149,0.769281915,46.07033245,7.523608988,3.627652884,37.57776994
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,36,30,30,30,39.16789298,92.95585284,0.800668896,48.07547826,7.326069685,39.15103127,92.71989355,0.784431138,47.82342648,7.380401243,38.57439896,92.40675763,0.794671865,47.53267057,7.356226521,37.50211268,90.95633803,0.773943662,46.08578873,7.501566232,38.49040371,91.94109861,0.776968895,47.08067505,7.440215789,3.63893342,38.57716792
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,37,30,30,30,38.58629953,92.1853593,0.781061115,47.32285426,7.422191843,39.43020134,93.11610738,0.786577181,48.2201745,7.366788748,38.73311688,92.66818182,0.796753247,47.76988961,7.355180171,37.20697013,90.6970128,0.768136558,45.79970128,7.533350052,38.32555037,91.88525684,0.77718479,47.0050567,7.44262615,3.572337389,38.45642765
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,38,30,30,30,39.49501661,93.22126246,0.788704319,48.33700332,7.362017329,39.331785,93.00331785,0.790311878,48.1016722,7.378504949,37.92501616,91.63477699,0.778280543,46.71922431,7.447380773,38.69230769,92.25264644,0.784050812,47.36461538,7.399767949,38.03230059,91.67567568,0.78444298,46.77945946,7.454329498,3.608619928,38.69528521
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,39,30,30,30,40.01254125,93.71353135,0.786138614,48.85374257,7.347835713,39.57481872,93.24390244,0.781147001,48.35351351,7.373543343,38.12,91.93548387,0.783870968,47.00555484,7.423129125,38.64660602,92.25192442,0.77886634,47.35703989,7.402273617,38.68721311,92.37770492,0.789508197,47.46800656,7.391534334,3.612039566,39.00823582
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,40,30,30,30,39.30975769,92.9102816,0.768172888,48.0251408,7.415154447,38.71681997,92.35939553,0.781208936,47.44941524,7.443643157,38.37946429,92.08290816,0.78252551,47.171875,7.415884204,39.07477289,92.63522013,0.78197065,47.7319427,7.393443116,38.0663199,91.64109233,0.786085826,46.74961638,7.458304381,3.716976166,38.70942695
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,41,30,30,30,39.01044386,92.70039164,0.774151436,47.79083551,7.427978311,38.62834749,92.34683214,0.778576094,47.44529066,7.429966056,40.49872611,94.41592357,0.794267516,49.5106051,7.229306257,39.64379764,93.24809425,0.787941788,48.35037422,7.355743681,39.82614295,93.49195106,0.793947199,48.60968448,7.31647258,3.511294842,39.52149161
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,42,30,30,30,39.12416555,92.82042724,0.778371162,47.92578104,7.430674456,39.02269693,92.69425901,0.785714286,47.78785047,7.404384487,41.19726563,95.12434896,0.809244792,50.2189974,7.186212154,39.95544554,93.5466761,0.779349364,48.65915842,7.36130202,40.79526004,94.46741277,0.794601712,49.58814352,7.251379654,3.818580866,40.01896674
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,43,30,30,30,38.88387525,92.61645654,0.773059058,47.71344393,7.431334365,39.19174434,92.90479361,0.782956059,47.97893475,7.388133788,41.39947951,95.36955107,0.795705921,50.44925179,7.200016886,40.43330981,94.01552576,0.782639379,49.12748059,7.341736392,40.34255599,93.96442688,0.783926219,49.08843874,7.323498571,3.616847515,40.05019298
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,44,30,30,30,39.86027944,93.58150366,0.784431138,48.69070526,7.34467333,40.8461026,94.55962692,0.794137242,49.6371952,7.251686136,40.82651072,94.54905783,0.783625731,49.63283951,7.291437922,40.96899225,94.61733615,0.787174066,49.72680056,7.301801322,42.02567479,95.64845293,0.792626728,50.75845293,7.218343018,3.605839968,40.90551196
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,45,30,30,30,39.98862876,93.69966555,0.784615385,48.80583278,7.335186231,41.76794098,95.54929577,0.797451375,50.63527163,7.186409541,42.17742988,96.00587084,0.789954338,51.11571429,7.210741951,40.997151,94.57264957,0.781339031,49.67235043,7.312885404,41.3253493,94.82368596,0.78243513,49.947332,7.308280203,3.75188446,41.25129998
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,46,30,30,30,40.30402685,94.00872483,0.787919463,49.12274497,7.316571108,42.87895091,96.72831204,0.803631473,51.81062542,7.114835106,41.42866492,95.19764398,0.771596859,50.3021466,7.285630014,39.94155381,93.39843193,0.77191732,48.49719173,7.413407716,41.23647295,94.76018704,0.778891116,49.91264529,7.320426649,3.678742886,41.15793389
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,47,30,30,30,41.13669542,94.83278036,0.783012608,49.96315196,7.261505426,43.92333333,97.82866667,0.804,52.89728667,7.065272529,41.51238592,95.31095176,0.780964798,50.42668188,7.284934477,40.68028169,94.13450704,0.763380282,49.2545,7.363543481,40.98939695,94.50231942,0.77203446,49.6401723,7.351460742,3.615456581,41.64841866
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,48,30,30,30,43.20212766,97.01329787,0.803191489,52.11210106,7.114314383,43.7367716,97.44206296,0.794373744,52.50977227,7.122881814,40.82901554,94.54857513,0.768782383,49.64896373,7.357216912,41.20141844,94.75177305,0.772340426,49.85390071,7.331438623,41.15328467,94.59190445,0.766423358,49.73032515,7.376645986,3.714677811,42.02452358
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,49,30,30,30,43.65670651,97.42031873,0.795484728,52.51922311,7.11630125,44.35585284,98.24347826,0.789297659,53.30003344,7.102547541,40.60928433,94.32301741,0.763378466,49.41191489,7.388383426,40.75229358,94.1601976,0.759350741,49.26685251,7.401297403,41.20701058,94.8042328,0.757936508,49.91501984,7.369150873,3.784925461,42.11622957
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,50,30,30,30,46.2181938,100.1140409,0.80619644,55.22634146,6.964213239,44.67759197,98.35317726,0.781939799,53.4318194,7.115169236,41.5465639,95.34296724,0.775850996,50.45274888,7.292686531,41.05200281,94.47013352,0.767392832,49.57740689,7.376139675,42.53359684,96.20223979,0.778656126,51.31554018,7.256979941,3.490801811,43.20558987
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,51,30,30,30,45.6140119,99.44613351,0.789160608,54.55937872,7.04881968,44.70588235,98.27072193,0.77473262,53.33774064,7.167770904,42.87516088,96.85135135,0.793436293,51.94121622,7.170380772,42.32373596,95.84691011,0.774578652,50.96777388,7.282936733,41.60993377,95.28807947,0.775496689,50.38735762,7.316838076,3.743134737,43.42574497
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,52,30,30,30,46.14370468,99.90705339,0.78905735,55.02632169,7.054013678,42.97931955,96.38425617,0.757171448,51.4608072,7.320032491,43.03589744,96.91474359,0.787179487,52.03275641,7.182246971,41.85524476,95.38671329,0.771328671,50.48846853,7.326745736,42.05812417,95.69682959,0.782694848,50.7852642,7.294250974,3.770152569,43.21445812
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,53,30,30,30,46.19470199,99.92582781,0.785430464,55.04591391,7.090054395,44.31057564,97.88353414,0.767737617,52.96062249,7.211289163,43.39499037,97.24277457,0.782273603,52.36677585,7.171519908,43.10900141,96.55485232,0.778481013,51.67822082,7.248735613,43.46679816,97.25706772,0.788954635,52.3500789,7.183622391,3.456855774,44.09521351
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,54,30,30,30,43.97698037,97.51387949,0.758970887,52.65566689,7.312263442,43.24130879,96.7736878,0.762099523,51.83875937,7.311155632,42.84756899,96.5978975,0.774638633,51.68718791,7.235960172,42.75592247,96.25556353,0.768126346,51.39017947,7.290420666,42.35373235,96.03833221,0.7733692,51.13461332,7.278937162,3.7206707,43.03510259
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,55,30,30,30,43.9770735,97.55765341,0.755225893,52.6896089,7.306646506,42.75829384,96.37914692,0.765741368,51.43402844,7.335914477,42.05828422,95.73870334,0.768172888,50.82545514,7.312586886,42.2494639,95.74124375,0.765546819,50.86568263,7.322361102,42.88381464,96.51309604,0.77904634,51.61173942,7.239508485,3.70482707,42.78538602
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,56,30,30,30,43.5694165,97.1898055,0.766599598,52.30981221,7.327909174,42.04423592,95.56032172,0.75536193,50.62780161,7.388622428,43.26853056,97.04161248,0.774382315,52.13559818,7.216938016,42.82765957,96.31985816,0.764539007,51.44360284,7.294827239,44.28905207,98.0400534,0.783044059,53.12021362,7.138524046,3.587431669,43.19977893
0,7,1,1,5,3,1,1,1,7,3,2,2,6,2,1,3,rsssssl_rsl_rrsslll_rsssll,318,955,200,78,69,202,313,173,913,425,572,204,57,30,30,30,43.26804813,96.95989305,0.762700535,52.0860762,7.320067146,42.01606426,95.59370817,0.763721553,50.67119813,7.362343341,43.72139625,97.54427925,0.776987718,52.62408533,7.186582639,43.27605634,96.80140845,0.768309859,51.92669014,7.258372979,44.19348404,97.75864362,0.77393617,52.84045213,7.182556933,3.725018978,43.2950098
